questions,keywords,lang
गीत होटल कैलिफोर्निया कोंन ने लिखा था?,"गीत होटल कैलिफोर्निया, लिखा",hi_IN
چه کسی آهنگ هتل کالیفرنیا را نوشت؟,اهنگ هتل کالیفرنیا، نوشت,fa
Chi ha scritto la canzone Hotel California?,"scrivere, canzone, Hotel California",it
Qui a composé la chanson Hotel California?,"compositeur, Hotel California, chanson",fr
Cine a compus cântecul Hotel California?,"scrie, cântec, Hotel California",ro
¿Quién escribió la canción Hotel California?,"autor, canción Hotel California",es
Wie schreef het lied Hotel California?,"lied, Hotel California, schrijver",nl
Was ist die Hauptstadt von Kanada?,"Hauptstadt, Kanada",de
Какие является  столица из Канада? ,"столица ,  Канада ",ru
o que é a capital do Canadá? ,"capital ,  Canadá ",pt
What is the capital of Canada?,"capital, Canada",en
कनाडा की राजधानी क्या है?,"कनाडा, राजधानी",hi_IN
  کانادا؟  از  سرمایه، پایتخت  این  است  چی,"  سرمایه، پایتخت,    کانادا",fa
Qual è la capitale del Canada?,"capitale, Canada",it
Quelle est la capitale du Canada?,"capitale, Canada",fr
Ce este  capital de Canada? ,"capital ,  Canada ",ro
¿Cuál es la capital de Canadá?,"capital, Canadá",es
Wat is de hoofdstad van Canada?,"hoofdstad, Canada",nl
Wer ist der Bürgermeister von Tel Aviv?,"Tel Aviv, Bürgermeister",de
Кто является  мэр из телефон Авив? ,"телефон Авив ,  мэр ",ru
Quem é a prefeito do Tel Aviv? ,"Tel Aviv ,  prefeito ",pt
Who is the mayor of Tel Aviv?,"Tel Aviv, mayor",en
तेल अवीव के महापौर कौन हैं?,"तेल अवीव, महापौर",hi_IN
  آویو؟  تلفن  از  شهردار  این  است  که,"  آویو  تلفن,    شهردار",fa
Chi è il sindaco di Tel Aviv?,"Tel Aviv, sindaco",it
Qui est le maire de Tel Aviv?,"Tel Aviv, maire",fr
Cien este primarul din Tel Aviv?,"Tel Aviv, primar",ro
¿Quién es el alcalde de Tel Aviv?,"Tel Aviv, alcalde",es
Wie is de burgemeester van Tel Aviv?,"Tel Aviv, burgemeester",nl
Welche Regierungsform hat Russland?,"Russland, Regierungsform",de
Какие форма из правительство делает Россия иметь? ,"форма из правительство ,  Россия ",ru
o que Formato do governo faz Rússia ter? ,"Formato do governo ,  Rússia ",pt
What form of government does Russia have?,"form of government, Russia",en
रूस की सरकार किस प्रकार की है?,"रूस, सरकार, प्रकार",hi_IN
روسیه چه نوع حکومتی دارد؟,روسیه، نوع حکومت,fa
Quale forma di governo ha la Russia?,"forma di governo, Russia",it
Quelle est la forme de gouvernement de la Russie?,"forme de gouvernement, Russie?",fr
Ce formă de guvern are Rusia?,"formă de guvern, Rusia",ro
¿Qué forma de gobierno tiene Rusia?,"forma de gobierno, Rusia",es
Welke regeringsvorm heeft Rusland?,"regeringsvorm, Rusland",nl
"Zeig mir das Buch, das Muhammad Ali geschrieben hat.","Buch, geschrieben, Muhammad Ali",de
Показать меня  книга что Мухаммед или написал. ,"книга ,  писал ,  Мухаммед или ",ru
exposição mim a livro aquele Maomé Mas escrevi. ,"livro ,  escrevi ,  Maomé Mas ",pt
Show me the book that Muhammad Ali wrote.,"book, wrote, Muhammad Ali",en
मुझे किताब बताओ जो मुहम्मद अली ने लिखी थी।,"किताब, मुहम्मद अली, लिखी",hi_IN
  نوشت.  اما  محمد  آن  کتاب  این  من  نمایش,"  کتاب,    نوشت,    اما  محمد",fa
Mostrami il libro scritto da Muhammad Ali.,"libro, autore, Muhammad Ali",it
Donne-moi le livre écrit par Muhammad Ali.,"livre, par Muhammad Ali",fr
Arată-mi cartea pe care a scris-o Muhammad Ali.,"carte, scris, Muhammad Ali",ro
Muéstrame el libro escrito por Muhammad Ali.,"libro, autor, Muhammad Ali",es
Toen het boek dat Muhammad Ali heeft geschreven.,"boek, geschreven, Muhammad Ali",nl
Wer hat als erstes den Mount Everest bestiegen?,"Mount Everest, besteigen, erster",de
Кто был  первый в восхождение гора Эверест? ,"первый ,  восхождение ,  крепление Эверест ",ru
Quem estava a primeiro para escalar Monte Everest? ,"primeiro ,  escalar ,  montar Everest ",pt
Who was the first to climb Mount Everest?,"first, climb, mount Everest",en
माउंट एवरेस्ट पर चढ़ने वाला पहला कौन था?,"माउंट एवरेस्ट, चढ़ने वाला पहला",hi_IN
  اورست؟  کوه  بالا رفتن  به  اولین  این  بود  که,"  اولین,    بالا رفتن,    اورست  کوه",fa
Chi è stato il primo a scalare il Monte Everest?,"primo, scalare, Monte Everest",it
Qui est la première personne à conquerir le Mont Everest?,"première personne, Mont Everest",fr
Cine a fost primul om care a escaladat muntele Everest?,"primul, escaladat, muntele Everest",ro
¿Quién fue el primero en ascender al Monte Everest?,"primero, ascender, Monte Everest",es
Wie was de eerste die de Mount Everest beklom?,"Mount Everest, eerste, beklimmen",nl
Wieviele Sprachen werden in Kolumbien gesprochen?,"Sprachen, Kolumbien",de
Как многие языки находятся разговорный в Колумбия? ,"языки ,  Колумбия ",ru
Como muitos línguas estamos falada dentro Colômbia? ,"línguas ,  Colômbia ",pt
How many languages are spoken in Colombia?,"languages, Colombia",en
कोलंबिया में कितनी भाषाएं बोली जाती हैं?,"कोलंबिया, भाषाएं, बोली",hi_IN
چه تعداد زبان در کلمبیا صحبت می شود؟,زبان، کلمبیا,fa
Quante lingue sono parlate in Colombia?,"lingue, Colombia",it
Combien de langues sont parlées au Colombie?,"langues, Colombie",fr
Câte limbi sunt vorbite în Columbia?,"limbi, Columbia",ro
¿Cuántos idiomas se hablan en Colombia?,"idiomas, Colombia",es
Hoeveel talen worden er in Colombia gesproken?,"talen, Columbia",nl
Was ist die Währung der Tschechischen Republik?,"Tschechischen Republik, Währung",de
Какие является  валюта из  Чешский Республика? ,"Чешский республика ,  валюта ",ru
o que é a moeda do a Checo República? ,"Checo república ,  moeda ",pt
What is the currency of the Czech Republic?,"Czech republic, currency",en
चेक गणराज्य की मुद्रा क्या है?,"चेक गणराज्य, मुद्रा",hi_IN
  جمهوری  کشور چک  این  از  واحد پول  این  است  چی,"  جمهوری  کشور چک,    واحد پول",fa
Qual è la valuta della Repubblica Ceca?,"valuta, Repubblica Ceca",it
Quel est la devise de la Tchéquie?,"devise, Tchéquie",fr
Ce este  valută de  ceh Republică? ,"ceh republică ,  valută ",ro
¿Cuál es la moneda de la república checa?,"moneda, república checa",es
Wat is de munteenheid van Tsjechië?,"Tsjechië, munteenheid",nl
Wo in Frankreich wird Schaumwein hergestellt?,"Frankreich, hergestellt, Schaumwein",de
где в Франция является сверкающий вино производится? ,"произведенный ,  Франция ,  сверкающий вино ",ru
Onde dentro França é espumante vinho produzido? ,"produzido ,  França ,  espumante vinho ",pt
Where in France is sparkling wine produced?,"produced, France, sparkling wine",en
फ्रांस में स्पार्कलिंग वाइन का उत्पादन कहाँ होता है?,"फ्रांस, स्पार्कलिंग वाइन, उत्पादन",hi_IN
  تولید شده؟  شراب  درخشان  است  فرانسه  که در  جایی که,"  تولید شده,    فرانسه,    شراب  درخشان",fa
Dove si produce vino frizzante in Francia?,"produrre, Francia, vino frizzante",it
Où produit-on du vin mousseux en France?,"france, produit, vin mousseux",fr
Unde în Franța este produs vinul spumant?,"produs, Franța, vin spumant",ro
¿Dónde en Francia se produce el vino espumoso?,"produce, Francia, vino espumoso",es
Waar in Frankrijk word mousserende wijn geproduceerd?,"Frankrijk, mousserende wijn, geproduceerd",nl
Wann hat Boris Becker seine aktive Karriere beendet?,"Boris Becker, aktive Karriere, beendet",de
когда сделал Борис Becker конец его активный карьера? ,"Борис Becker ,  конец карьера ",ru
Quando fez Boris Becker fim dele ativo carreira? ,"Boris Becker ,  fim carreira ",pt
When did Boris Becker end his active career?,"Boris Becker, end career",en
बोरिस बेकर ने अपना सक्रिय कैरियर कब समाप्त किया?,"बोरिस बेकर, सक्रिय कैरियर, समाप्त",hi_IN
بوریس بکر کی به فعالیت هنری اش خاتمه داد؟,بوریس بکر، فعالیت حرفه ای، خاتمه,fa
Boris Becker quando ha concluso la sua carriera?,"Boris Becker, fine, carriera",it
Quelle est la date de terminaison de la carrière de Boris Becker?,"Date de terminaison, carrière, Boris Becker",fr
Când și-a încheiat Boris Becker cariera activă?,"încheia cariera, Boris Becker",ro
¿Cuándo termino Boris Becker su carrera como actor?,"fin carrera, actor Boris Becker",es
Wanneer stopte Boris Becker zijn actieve loopbaan?,"Boris Becker, actieve loopbaan, einde",nl
"Bei welchen Filmen, in denen Mickey Rourke mitspielt, hat Guy Ritchie Regie geführt?","Filme, spielt mit, Mickey Rourke, Regie führen, Guy Ritchie",de
Который кино в главной роли Микки Рурк мы направленный от парень Ritchie? ,"кино ,  в главной роли ,  Микки Рурк ,  направленный ,  парень Ritchie ",ru
Qual filmes estrelando Mickey Rourke estavam dirigido de Cara Ritchie? ,"filmes ,  estrelando ,  Mickey Rourke ,  dirigido ,  Cara Ritchie ",pt
Which movies starring Mickey Rourke were directed by Guy Ritchie?,"movies, starring, Mickey Rourke, directed, Guy Ritchie",en
मिकी रोर्के अभिनीत कौन सी फिल्में गाए रिची द्वारा निर्देशित थीं?,"मिकी रोर्, अभिनीत, गाए रिची, निर्देशित",hi_IN
چه فیلم هایی با بازی میکی رورک توسط گای ریچی کارگردانی شدند؟,فیلم هایی، بازی، میکی رورک، گای ریچی، کارگردانی,fa
Quali film in cui recita Mickey Rourke sono stati diretti da Guy Ritchie?,"film, attore, Mickey Rourke, diretti, Guy Ritchie",it
Quels films avec Mickey Rourke furent dirigés par Guy Richtie?,"films, acteur, Mickey Rourke, directeur, Guy Richtie?",fr
Ce filme cu Mickey Rourke ca protagonist au fost regizate de Guy Ritchie?,"filme, Mickey Rourke, protagonist, regizate, Guy Ritchie",ro
¿Que peliculas protagonizadas por Mickey Rourke han sido dirigidas por Guy Ritchie?,"peliculas, protagonizadas, Mickey Rourke, dirigidas, Guy Ritchie",es
Welke films met Mickey Rourke werden geregisseerd door Guy Ritchie?,"films, acteur, Mickey Rourke, geregisseerd, Guy Ritchie",nl
In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?,"Film, mitspielen, Julia Roberts, Richard Gere",de
В который фильмы сделал Юлия Робертс в виде Что ж в виде Ричард Гир играть? ,"фильм ,  играть ,  Юлия Робертс ,  Ричард Гир ",ru
Dentro qual filmes fez Julia Roberts Como bem Como Richard Gere Toque? ,"filme ,  Toque ,  Julia Roberts ,  Richard Gere ",pt
In which films did Julia Roberts as well as Richard Gere play?,"film, play, Julia Roberts, Richard Gere",en
जूलिया रॉबर्ट्स और रिचर्ड गेरे ने किस फिल्म में अभिनय किया था?,"जूलिया रॉबर्ट्स, रिचर्ड गेरे, फिल्म, अभिनय",hi_IN
